Id,Municipi,Latitud,Longitud,Activitat,Categoria
44894,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Basquet,equip
44895,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Futbol sala,equip
44896,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Futbol,equip
44897,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Volei platja,equip
44902,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Futbol sala,equip
44904,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Natacio recreativa,aquatiques
44905,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Natacio recreativa,aquatiques
44906,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Natacio recreativa,aquatiques
44907,Castell-Platja d'Aro,41.81489030643576,3.044896763754863,Natacio recreativa,aquatiques
44908,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Natacio,aquatiques
44909,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Natacio,aquatiques
44910,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,"Cardiovasculars (activitats en cinta, eliptica, rem,...)",fitness
44912,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Futbol-7,equip
44913,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Futbol sala,equip
44914,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Basquet,equip
44915,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Ciclisme en sala (spinning),fitness
44916,Castell-Platja d'Aro,41.809836365981006,3.047469569365889,Condicionament fisic (activitats dirigides),fitness
44919,Castell-Platja d'Aro,41.81065942826105,3.038284342778253,Futbol sala,equip
44920,Castell-Platja d'Aro,41.81065942826105,3.038284342778253,Condicionament fisic (activitats dirigides),fitness
44922,Castell-Platja d'Aro,41.81065942826105,3.038284342778253,Futbol sala,equip
44925,Castell-Platja d'Aro,41.80557986909172,3.058734135757113,Natacio recreativa,aquatiques
44926,Castell-Platja d'Aro,41.80557986909172,3.058734135757113,Natacio recreativa,aquatiques
44927,Castell-Platja d'Aro,41.80611707647075,3.046022233746252,"Cardiovasculars (activitats en cinta, eliptica, rem,...)",fitness
44928,Castell-Platja d'Aro,41.80611707647075,3.046022233746252,Natacio,aquatiques
44929,Castell-Platja d'Aro,41.80611707647075,3.046022233746252,Futbol sala,equip
44949,Castell-Platja d'Aro,41.80611707647075,3.046022233746252,Basquet lliure 3x3,equip
44956,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Natacio recreativa,aquatiques
44957,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Natacio recreativa,aquatiques
44959,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Musculacio i tonificacio,fitness
44960,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Vela lleugera (no olimpica),aquatiques
44961,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Motos aquatiques,aquatiques
44962,Castell-Platja d'Aro,41.80190228848475,3.06385873590306,Altres activitats subaquatiques,aquatiques
44969,Castell-Platja d'Aro,41.80344838383097,3.05217161485535,Natacio recreativa,aquatiques
44972,Castell-Platja d'Aro,41.80344838383097,3.05217161485535,Natacio recreativa,aquatiques
44977,Castell-Platja d'Aro,41.810667225917456,3.061748558262424,Natacio recreativa,aquatiques
44981,Castell-Platja d'Aro,41.80777000893266,3.055834843194965,Esquaix,fitness
44983,Castell-Platja d'Aro,41.8264100349304,3.078682764511917,Natacio recreativa,aquatiques
44984,Castell-Platja d'Aro,41.8264100349304,3.078682764511917,Natacio recreativa,aquatiques
44986,Castell-Platja d'Aro,41.79157661107095,3.053401646918174,Natacio recreativa,aquatiques
44987,Castell-Platja d'Aro,41.79157661107095,3.053401646918174,Hidromassatge,fitness
44988,Castell-Platja d'Aro,41.79157661107095,3.053401646918174,Hidromassatge,fitness
44989,Castell-Platja d'Aro,41.79157661107095,3.053401646918174,"Cardiovasculars (activitats en cinta, eliptica, rem,...)",fitness
44991,Castell-Platja d'Aro,41.79086401378716,3.055603533020331,Natacio recreativa,aquatiques
44996,Castell-Platja d'Aro,41.79086401378716,3.055603533020331,Hidromassatge,fitness
44998,Castell-Platja d'Aro,41.796269563279296,3.052731503608077,Natacio recreativa,aquatiques
45001,Castell-Platja d'Aro,41.796269563279296,3.052731503608077,Natacio recreativa,aquatiques
45002,Castell-Platja d'Aro,41.79617870190219,3.054428560208173,Natacio recreativa,aquatiques
45003,Castell-Platja d'Aro,41.79617870190219,3.054428560208173,Minibasquet,equip
45005,Castell-Platja d'Aro,41.79617870190219,3.054428560208173,Natacio recreativa,aquatiques
45006,Castell-Platja d'Aro,41.79658451314215,3.053369694502673,Natacio recreativa,aquatiques
45007,Castell-Platja d'Aro,41.79658451314215,3.053369694502673,Natacio recreativa,aquatiques
45008,Castell-Platja d'Aro,41.794377768067015,3.053440080147246,Natacio recreativa,aquatiques
45010,Castell-Platja d'Aro,41.80168377502529,3.050472907128456,Natacio recreativa,aquatiques
45011,Castell-Platja d'Aro,41.79260364745901,3.052884963322074,Natacio recreativa,aquatiques
45012,Castell-Platja d'Aro,41.80167452877956,3.051014583732925,Natacio recreativa,aquatiques
45013,Castell-Platja d'Aro,41.80167452877956,3.051014583732925,Natacio recreativa,aquatiques
45017,Castell-Platja d'Aro,41.8023257337564,3.044514828080981,Basquet,equip
45020,Castell-Platja d'Aro,41.80170121586437,3.051760925194312,Natacio recreativa,aquatiques
45023,Castell-Platja d'Aro,41.80170121586437,3.051760925194312,Natacio recreativa,aquatiques
45024,Castell-Platja d'Aro,41.79947687952144,3.05089247066132,Natacio recreativa,aquatiques
45025,Castell-Platja d'Aro,41.79947687952144,3.05089247066132,Natacio recreativa,aquatiques
45027,Castell-Platja d'Aro,41.81875506042983,3.062514885916293,Natacio recreativa,aquatiques
45028,Castell-Platja d'Aro,41.809541786473616,3.060940871737519,Natacio recreativa,aquatiques
45029,Castell-Platja d'Aro,41.809541786473616,3.060940871737519,Minibasquet,equip
45031,Castell-Platja d'Aro,41.809541786473616,3.060940871737519,Natacio recreativa,aquatiques
45032,Castell-Platja d'Aro,41.80713473731601,3.064935352953831,Natacio,aquatiques
45033,Castell-Platja d'Aro,41.80713473731601,3.064935352953831,Natacio,aquatiques
45035,Castell-Platja d'Aro,41.831682287030205,3.073872005224446,Futbol sala,equip
45039,Castell-Platja d'Aro,41.82168659133446,3.070681647731287,Natacio recreativa,aquatiques
45040,Castell-Platja d'Aro,41.81399665439022,3.067350228394915,Natacio recreativa,aquatiques
45041,Castell-Platja d'Aro,41.81399665439022,3.067350228394915,Natacio recreativa,aquatiques
45042,Castell-Platja d'Aro,41.811298842152496,3.038525507926876,Futbol,equip
45043,Castell-Platja d'Aro,41.811298842152496,3.038525507926876,Futbol sala,equip
45050,Castell-Platja d'Aro,41.80970235605268,3.063806287259233,Musculacio i tonificacio,fitness
45052,Castell-Platja d'Aro,41.81485474804832,3.063064927816104,Natacio recreativa,aquatiques
45053,Castell-Platja d'Aro,41.815630071951446,3.061729244893016,Natacio,aquatiques
45054,Castell-Platja d'Aro,41.815630071951446,3.061729244893016,Natacio recreativa,aquatiques
45055,Castell-Platja d'Aro,41.81576530538749,3.061488573608321,Natacio recreativa,aquatiques
45056,Castell-Platja d'Aro,41.81576530538749,3.061488573608321,"Cardiovasculars (activitats en cinta, eliptica, rem,...)",fitness
45058,Castell-Platja d'Aro,41.81376912677744,3.030628955702101,Basquet,equip
45063,Castell-Platja d'Aro,41.8163686678962,3.061681793442788,Natacio recreativa,aquatiques
45064,Castell-Platja d'Aro,41.81641255194294,3.063788866728131,Basquet,equip
45065,Castell-Platja d'Aro,41.81641255194294,3.063788866728131,Musculacio i tonificacio,fitness
45066,Castell-Platja d'Aro,41.81641255194294,3.063788866728131,Condicionament fisic (activitats dirigides),fitness
45067,Castell-Platja d'Aro,41.81641255194294,3.063788866728131,Condicionament fisic (activitats dirigides),fitness
45073,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45074,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Hidromassatge,fitness
45075,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Hidromassatge,fitness
45076,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45077,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45078,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45079,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45080,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45081,Castell-Platja d'Aro,41.82564478957748,3.063581275576406,Natacio recreativa,aquatiques
45085,Castell-Platja d'Aro,41.822289885639165,3.070959260608048,Natacio recreativa,aquatiques
45087,Castell-Platja d'Aro,41.826041852727805,3.077056646184446,Natacio recreativa,aquatiques
45088,Castell-Platja d'Aro,41.826041852727805,3.077056646184446,Natacio recreativa,aquatiques
45090,Castell-Platja d'Aro,41.809563410864094,3.053705515911514,Natacio recreativa,aquatiques
45091,Castell-Platja d'Aro,41.80916746762436,3.052922661802056,Natacio,aquatiques
45092,Castell-Platja d'Aro,41.817951315383176,3.066306851143775,Natacio recreativa,aquatiques
45093,Castell-Platja d'Aro,41.817951315383176,3.066306851143775,Musculacio i tonificacio,fitness
45096,Castell-Platja d'Aro,41.81194336378377,3.066842425157036,Natacio recreativa,aquatiques
45097,Castell-Platja d'Aro,41.81194336378377,3.066842425157036,Natacio recreativa,aquatiques
45098,Castell-Platja d'Aro,41.8082068237956,3.064478967189572,Natacio,aquatiques
45099,Castell-Platja d'Aro,41.81847341132895,3.066837174518747,Natacio recreativa,aquatiques
45100,Castell-Platja d'Aro,41.81283540816074,3.06622933765449,Natacio recreativa,aquatiques
